gene_gpc,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,p_value,q_value,g_sde,LLR_sde
Lbr,-343.9392525,-344.8510738,0.911821226,0.339631655,1,Tmco3,0.00096401
Rlbp1,-449.3429735,-453.4682013,4.125227808,0.042248332,1,Bcar1,0.000964008
Ebf2,-71.36228861,-71.36228848,-1.24E-07,1,1,Mtg1,0.017886333
Mapkap1,-416.4607993,-417.1113935,0.650594203,0.419900317,1,Hrh2,0.00096401
Wdr82,-541.2662992,-541.3742873,0.107988085,0.742446402,1,Itfg2,0.000964011
Rpl41,-923.7534357,-923.7534095,-2.62E-05,1,1,Rmdn3,0.000964006
Lamp2,-605.3725241,-605.3725237,-4.12E-07,1,1,Dph2,0.000964007
Pdgfa,-156.5105985,-156.5105972,-1.32E-06,1,1,Acyp2,0.000964008
Pnrc2,-625.6651471,-627.1652273,1.500080222,0.220659019,1,Prkar2b,0.000964011
Bod1,-527.7512917,-527.7513002,8.50E-06,0.997673739,1,Scrn1,0.012515114
Scn8a,-490.3694797,-490.4282084,0.05872873,0.808516635,1,Ehbp1,0.000964008
Arhgap12,-432.632952,-432.7075188,0.074566866,0.784799912,1,Sobp,0.402913437
Jak2,-532.3134234,-532.3613705,0.047947098,0.826674773,1,Txnrd2,0.00096401
Gfra2,-419.1012753,-419.6929148,0.591639464,0.441785847,1,Rxra,0.000964008
Slc7a11,-597.2404828,-597.951212,0.710729234,0.39920183,1,Trim26,0.00096401
Kcna4,-457.1961978,-457.1962528,5.51E-05,0.994079983,1,Exosc5,0.909364157
Top1,-620.3257262,-620.3257223,-3.84E-06,1,1,Plxnc1,0.000964008
Zfc3h1,-402.040075,-402.247213,0.207138003,0.649019916,1,Slc33a1,0.000964011
Scoc,-765.0346524,-765.0346576,5.24E-06,0.998173114,1,Ppard,0.00096401
Atp1b3,-680.2076654,-680.9052415,0.697576098,0.403599361,1,Letm1,0.11354135
Scamp5,-684.7166633,-685.7674129,1.050749616,0.305334507,1,Zfp384,0.656709353
Rsad1,-201.075363,-201.0754369,7.39E-05,0.993140828,1,Slc35f4,0.000964008
Tspo,-176.8223823,-176.8511022,0.028719915,0.865427352,1,Chmp3,0.00096401
Pcdh10,-745.2959316,-747.7330819,2.437150227,0.118491317,1,Smim20,0.000964009
Smim7,-579.6429795,-580.0266693,0.383689859,0.535635072,1,Nqo2,0.000964011
Tpp2,-424.3219486,-426.0604148,1.738466181,0.187333289,1,Ell2,0.00096401
Fam188a,-467.6204052,-467.6204047,-5.95E-07,1,1,Mta2,0.000964011
Tab2,-498.6740946,-498.8841542,0.210059627,0.646720673,1,Itgbl1,0.000964011
Zfp41,-117.3035377,-118.8017566,1.498218876,0.220945621,1,Frs3,0.484505048
Aktip,-486.7185981,-486.8018174,0.083219268,0.772981251,1,Bak1,0.00096401
Sdccag8,-485.3541452,-485.9136542,0.559509025,0.454458132,1,Rarg,0.000964011
Paip2,-641.3895638,-641.3897602,0.000196397,0.988818662,1,Lama4,0.000964008
Pde4d,-660.4399069,-660.4402755,0.000368557,0.984683292,1,Wnk2,0.000964006
Dynlrb1,-729.1342775,-729.1343138,3.63E-05,0.995190053,1,Bbs4,0.528340215
Napg,-631.9093406,-634.9315167,3.022176078,0.08213319,1,Gamt,0.000964008
Oxsr1,-364.6568456,-364.6568428,-2.81E-06,1,1,Fam73b,0.20700774
Orc6,-336.3796976,-336.4082874,0.028589881,0.865729449,1,Exosc6,0.000964008
Ugp2,-566.9564141,-566.9564121,-2.00E-06,1,1,Mcee,0.288030146
Micu3,-567.0112683,-567.0112654,-2.90E-06,1,1,Pglyrp1,0.00096401
Habp4,-600.5431146,-600.5600074,0.016892754,0.896588477,1,Nploc4,0.044777323
Bok,-369.284574,-369.284571,-3.00E-06,1,1,Zc3h12c,0.000964007
Faim2,-674.5794412,-674.5798853,0.000444105,0.983186778,1,Mar-09,0.271828678
Ass1,-247.5184532,-247.5186717,0.000218435,0.98820805,1,Nap1l2,0.766767307
Ccar1,-522.3057224,-522.3257643,0.020041869,0.887420211,1,Dalrd3,0.487095672
Slc2a8,-262.0761951,-262.2839431,0.207748021,0.648538237,1,Kcnab1,0.746056873
Tub,-468.84299,-468.8506916,0.007701615,0.930068349,1,AW554918,0.000964011
Bfar,-289.6176234,-289.7308211,0.113197739,0.736532518,1,Sf3a3,0.00096401
Anapc11,-598.53306,-598.6505362,0.11747622,0.731788018,1,Wbscr22,0.266398408
Drap1,-466.0604501,-466.6110369,0.550586757,0.458078044,1,Arhgef2,0.000964009
Erlec1,-415.298264,-415.7251012,0.426837272,0.513544945,1,Vac14,0.000964009
Zfp383,-353.556751,-353.6182094,0.061458416,0.804205528,1,Cldn11,0.000964009
Spink10,-105.4357567,-106.7468867,1.31112999,0.252190166,1,Scaf4,1.399910055
Clp1,-280.3641752,-280.6097081,0.245532977,0.620238159,1,Mrps15,0.000964009
Zfp180,-63.31406817,-63.31408624,1.81E-05,0.9966085,1,Ccne1,0.000964009
Aqp4,-828.1480543,-828.1493392,0.001284874,0.97140584,1,Mrpl4,1.493770578
Mphosph8,-279.2664572,-279.3455236,0.079066477,0.778566501,1,Ecd,0.994781654
Polb,-531.4909709,-533.7892597,2.298288794,0.129516618,1,Tfip11,0.000964009
Fam214a,-452.2879822,-452.2947072,0.006725048,0.934641634,1,Urm1,0.00096401
Fmnl2,-583.7648776,-584.5651339,0.800256254,0.371016765,1,Rrm2b,0.000964008
Rundc3a,-677.9208346,-677.9201589,-0.000675672,1,1,Rpp25,0.00096401
Ivd,-430.8837667,-430.9258029,0.042036262,0.837550665,1,Elovl1,0.00096401
Fbxo18,-494.8513209,-494.8513194,-1.52E-06,1,1,Gm6642,0.000964009
Aagab,-427.1609536,-428.131777,0.970823413,0.324474908,1,Poc1b,0.000964008
Snord104,-174.2020343,-174.2020343,9.60E-09,0.999921808,1,Rusc2,1.356102199
Hspb8,-212.5497262,-214.4369392,1.887212938,0.16951661,1,Angel2,0.000964008
Mrpl45,-379.9445619,-380.0902034,0.145641476,0.70273581,1,Lamp5,0.00096401
Gca,-517.635165,-517.6351637,-1.26E-06,1,1,Morc4,0.00096401
Immp1l,-411.9556085,-412.0005988,0.044990227,0.832022,1,Rragc,0.000964009
Taok1,-719.4718188,-719.4718252,6.46E-06,0.997972402,1,Tenm4,0.190844084
U2af2,-525.5108485,-525.5607197,0.049871136,0.823287659,1,Wfs1,0.000964008
Ssu72,-624.1270766,-624.2022551,0.075178537,0.783940881,1,Nkiras1,0.000964006
Ccndbp1,-459.2614429,-459.2614615,1.86E-05,0.996560544,1,Ccno,0.131461915
Slc2a3,-635.3221423,-635.4567399,0.134597588,0.713711932,1,Rsph3b,0.000964011
Gstm2,-92.66544646,-92.66544443,-2.03E-06,1,1,Pkp4,0.00096401
Pten,-756.8136571,-757.3390359,0.525378772,0.468556226,1,Drosha,0.852483966
Gap43,-512.0586671,-512.0586652,-1.87E-06,1,1,Ccdc18,0.000964009
Pfkfb2,-455.30358,-455.3080934,0.004513393,0.946436983,1,Pbx3,0.000964009
Pfn2,-895.3344124,-895.3344167,4.33E-06,0.998340602,1,Parp11,0.21985886
Notch1,-423.8031937,-423.8934526,0.090258853,0.763848335,1,Tomm34,0.069711749
Por,-505.932939,-505.9329337,-5.27E-06,1,1,Mdm2,0.061819048
Cd200,-466.337291,-470.7002188,4.362927758,0.03672913,1,Acsl6,0.000964011
Snn,-716.0904085,-719.4306861,3.340277668,0.0676032,1,Eif2b2,0.164195306
Get4,-481.8058736,-481.9917598,0.185886201,0.666362782,1,Sgpp1,0.307113123
Strada,-339.6273812,-339.7594536,0.132072471,0.716292834,1,Lgals1,0.000964011
Nefl,-479.4290082,-479.4290016,-6.54E-06,1,1,Tti2,0.00096401
Slc30a5,-401.5087072,-401.5937125,0.085005331,0.770625557,1,Pex6,0.000964009
Rhog,-333.7723941,-334.027367,0.254972949,0.613595035,1,Siva1,0.00096401
Mtif3,-242.5347399,-243.0572669,0.522526996,0.469765724,1,Pvrl1,0.00096401
Ppp1r1a,-511.8234216,-511.8234212,-3.87E-07,1,1,Isca2,0.00096401
Tomm6,-617.0779727,-617.0779761,3.37E-06,0.998534918,1,Triap1,0.937292012
Timp2,-719.8295324,-719.8298967,0.000364319,0.98477159,1,Soat1,0.000964008
Crispld2,-176.7409865,-176.7409859,-6.70E-07,1,1,Rp9,0.24805594
2010012O05Rik,-272.6932078,-272.6932035,-4.26E-06,1,1,Adamts20,0.00096401
Mxi1,-619.2263752,-619.2266057,0.00023043,0.987888644,1,Plagl2,0.000964011
Syp,-710.9052939,-710.9054103,0.000116402,0.991391809,1,Cadps2,0.000964009
Hspa8,-1054.583381,-1054.583378,-3.13E-06,1,1,Selplg,0.000964009
Scaf11,-498.0407726,-498.5434773,0.502704663,0.478314121,1,Igdcc4,0.000964008
Eml2,-336.2290756,-336.2290703,-5.33E-06,1,1,Ikbkb,0.00096401
Hmgcs2,-512.1736846,-516.7602446,4.586560034,0.032223625,1,Rbp1,0.000964008
Snrpd2,-555.2115464,-555.7395319,0.52798549,0.467455035,1,Brf1,0.000964011
Setd7,-689.1478221,-689.1478204,-1.70E-06,1,1,Exog,0.000964007
Dcx,-720.3474048,-721.8619507,1.514545907,0.21844673,1,Thop1,0.00096401
Atp6v1g1,-596.5461673,-596.5461645,-2.78E-06,1,1,Tbc1d15,1.440219273
Add1,-709.7209324,-709.7209452,1.28E-05,0.997144944,1,Coq4,0.00096401
Cep95,-192.900957,-192.9357704,0.034813437,0.851987132,1,Rpl23a,0.000964009
Slc4a1ap,-304.7407472,-304.8591874,0.11844028,0.730732327,1,Rnft2,0.59146781
Rnf144a,-365.3335028,-365.3740047,0.040501881,0.840502479,1,Gpatch8,0.00096401
Myh9,-608.906728,-608.9075972,0.000869151,0.976480684,1,Foxj3,0.00096401
Ppp3ca,-704.9182022,-706.145278,1.227075763,0.267976487,1,Kif16b,0.046984864
Smpd4,-405.8789545,-406.1537673,0.274812853,0.60012139,1,Cox11,0.00096401
Adcy2,-619.6260647,-619.6260648,4.30E-08,0.999834525,1,Fcgrt,0.000964007
Anapc2,-466.2504884,-466.2803982,0.029909873,0.862694887,1,Mrps17,0.000964008
Parg,-368.9001145,-369.5755238,0.675409228,0.411172037,1,Adrm1,0.218338896
Gde1,-746.7398635,-746.8476366,0.107773079,0.742693838,1,Slc39a5,0.491584009
Vip,-371.3066821,-372.1442479,0.837565874,0.360093861,1,Uros,0.000964009
Rab1b,-542.4501882,-542.5611952,0.11100695,0.739000637,1,Dpy19l4,0.000964009
Mpc1,-725.576759,-725.9255259,0.34876688,0.554812001,1,Fam13b,0.00096401
Eif4a3,-506.8050803,-506.8100251,0.004944824,0.943939407,1,Ms4a6d,0.000964008
Olig1,-707.947299,-709.175885,1.228586083,0.267682187,1,Ago4,0.000964011
Gucy1a3,-584.9989016,-584.9988965,-5.10E-06,1,1,Vamp1,0.000964008
Prpf38a,-410.6800265,-410.6871146,0.007088127,0.932904562,1,Nov,0.588729735
Gmpr,-247.9269183,-248.3047362,0.377817884,0.538773388,1,St3gal3,1.113689132
Pgbd5,-568.8639688,-568.8639732,4.41E-06,0.998324881,1,Lta4h,0.000964008
Ftl1,-734.7808355,-735.0739412,0.293105724,0.588237149,1,Spns1,0.000964011
Podxl2,-558.7854897,-558.795303,0.009813284,0.921089025,1,Zc3h4,0.000964008
Nek9,-499.0362744,-503.9788153,4.942540966,0.026203488,1,Bdh1,0.000964009
Alas1,-528.2098211,-529.2149425,1.005121366,0.316074452,1,Fam160a1,1.66671985
Fam134b,-557.0008968,-557.1357448,0.134848021,0.713457468,1,Uap1,0.000964009
Nars,-664.2755947,-664.4856413,0.210046605,0.646730878,1,Zfyve26,0.000964009
Pja2,-803.1231896,-803.1231839,-5.68E-06,1,1,Fiz1,2.120227056
Slc25a23,-701.0162413,-701.0162365,-4.83E-06,1,1,Tut1,0.00096401
Ints4,-397.8719776,-401.3771328,3.505155193,0.061178114,1,Samsn1,0.000964008
Sec24b,-430.4741444,-430.727899,0.253754577,0.614443684,1,Eftud1,0.20835656
Nr2c1,-319.5038196,-319.6731448,0.16932526,0.680712168,1,Eid2b,0.000964009
Mif4gd,-271.3843486,-272.1442488,0.759900134,0.383359777,1,Galnt6,0.000964008
Ampd3,-334.9879845,-335.4369067,0.448922104,0.502847275,1,Akap5,0.000964008
Rnf5,-447.4345748,-447.4369064,0.002331635,0.96148751,1,Zdhhc12,0.000964008
Polr3gl,-381.7715431,-381.8521283,0.080585219,0.776505901,1,Pigx,0.00096401
Ipo8,-438.9001676,-438.9437308,0.043563171,0.834668449,1,Cyba,0.00096401
Fosl2,-600.8065293,-600.8719951,0.065465801,0.798056737,1,Satb1,0.000964009
Ado,-594.228825,-594.4460581,0.217233062,0.641156322,1,Smad1,0.32491031
Pecam1,-239.8509534,-240.0935349,0.242581493,0.62234781,1,Sox13,0.390543591
Cdc73,-275.0024128,-276.0398767,1.037463934,0.308412028,1,Tmem132c,0.000964008
Tmx1,-499.7507296,-499.750722,-7.61E-06,1,1,P4ha1,0.843742655
Cav2,-471.3347409,-474.253939,2.919198078,0.087531355,1,Slc45a4,0.323075289
Crebrf,-479.9999734,-480.3061105,0.306137099,0.580060347,1,Lipg,0.000964009
Hs3st1,-462.5560805,-462.5561224,4.19E-05,0.994835693,1,Nbn,0.000964008
Erlin2,-488.6852487,-488.6852556,6.87E-06,0.997908082,1,Polr2d,0.00096401
Maff,-110.9709529,-110.9849649,0.014012001,0.905772674,1,Bbc3,0.000964011
Cinp,-145.7532856,-145.7532851,-5.77E-07,1,1,Plrg1,2.200092143
AI597468,-495.1177526,-495.2589524,0.141199854,0.707091097,1,Sipa1l2,0.760124239
Fkbp3,-248.937449,-248.9556939,0.018244922,0.892553553,1,Trdn,0.00096401
Rabgap1l,-559.2511774,-559.2511932,1.58E-05,0.996829187,1,Tmem216,0.00096401
Tbc1d5,-275.1172926,-275.1172895,-3.07E-06,1,1,Zadh2,1.330789367
Oaz1,-751.7282024,-751.7282077,5.34E-06,0.998155983,1,Bud31,0.000964009
Senp2,-543.9334422,-543.9334398,-2.40E-06,1,1,Trmt6,0.607102455
Itgav,-741.9363719,-742.5892588,0.652886896,0.419082426,1,Fn3k,0.074708717
Ech1,-429.5271705,-429.5802563,0.053085781,0.817778228,1,Cacna1e,0.720233874
Hdgfrp2,-423.0027129,-423.0027819,6.90E-05,0.993371482,1,Cdk11b,0.00096401
Tsfm,-296.2475743,-296.2475722,-2.12E-06,1,1,Sowahc,0.087555823
Syncrip,-610.9198301,-610.9205898,0.000759734,0.978010471,1,Gtpbp8,0.000964011
Edf1,-613.5359158,-613.5359597,4.39E-05,0.994715608,1,Cox19,0.00096401
Braf,-587.7686418,-589.2677365,1.499094733,0.220810705,1,Ubl7,0.000964009
Oxa1l,-427.1205056,-428.5538875,1.433381924,0.231213299,1,Dact2,0.638451984
Mmgt1,-503.9485227,-504.3857967,0.437273989,0.508441128,1,Fam105b,0.000964008
Pdcl3,-420.7911389,-421.0631328,0.271993956,0.601997335,1,Pik3ip1,0.00096401
Clvs2,-474.738362,-474.8036151,0.065253082,0.798378007,1,Rars2,0.000964008
Bach1,-421.6333861,-421.633384,-2.10E-06,1,1,Cdkn2d,0.000964008
Tspyl1,-695.6018578,-696.0904526,0.488594757,0.484554821,1,Kcnma1,0.000964011
Kcmf1,-510.8113762,-510.8113661,-1.01E-05,1,1,2900092D14Rik,0.197818131
D930016D06Rik,-367.2482437,-367.3748714,0.12662765,0.721954557,1,Ten1,0.877142493
Casp7,-134.6695214,-134.909925,0.240403685,0.623914704,1,Znrd1as,0.000964007
Ina,-267.2293371,-267.2293361,-9.70E-07,1,1,Ankmy2,0.000964011
Stard7,-568.3059824,-569.2215787,0.915596266,0.338633912,1,Brpf3,0.003521132
Cables1,-359.0513556,-359.1262441,0.074888558,0.784347658,1,Slc39a13,0.00096401
Atxn7l1,-86.74321502,-86.74321556,5.47E-07,0.999410027,1,Trim47,0.000964008
Slc50a1,-318.7413094,-320.7884016,2.047092281,0.152497197,1,Tcf20,0.000964011
Dhx36,-510.6737431,-510.6737847,4.16E-05,0.99485473,1,Csad,0.00096401
Cpsf3l,-330.0092491,-330.0562512,0.047002029,0.828364591,1,Pcdh18,0.369971662
Pspc1,-494.5627684,-494.562774,5.62E-06,0.998109317,1,Adhfe1,0.000964009
Frat1,-294.0637664,-294.0637643,-2.04E-06,1,1,Mob3c,0.546458606
Cox8a,-822.8742408,-822.8742518,1.10E-05,0.997348709,1,Sf3a1,0.000964007
Tiprl,-455.0052903,-455.0887667,0.083476395,0.772640442,1,Eif1ax,0.116705935
Glrx5,-528.0688232,-528.0688566,3.33E-05,0.995393799,1,Spock1,0.00096401
Mmd,-529.8692132,-529.8692301,1.69E-05,0.99671707,1,Ubp1,0.186118629
Hs6st1,-429.2929508,-429.2929475,-3.32E-06,1,1,Atxn7,0.000964009
Akap8l,-465.0083451,-465.0268553,0.01851026,0.891779844,1,Snord72,0.00096401
Pdlim4,-243.0338713,-243.133176,0.099304686,0.752665639,1,Aimp2,0.000964011
Col4a3bp,-539.9718593,-541.3841503,1.412290967,0.234676452,1,Fgf1,0.000964009
Fuca2,-348.7059138,-348.7369283,0.031014482,0.860208082,1,Pigp,0.000964009
Arpc4,-616.0764559,-616.0764749,1.90E-05,0.996522001,1,2810408M09Rik,0.000964009
Eny2,-406.4649971,-406.5403754,0.075378292,0.78366116,1,Gal,0.000964007
Tmem208,-453.3396056,-453.3396722,6.66E-05,0.993487162,1,Iqsec1,0.000964008
Rpl22,-671.0220081,-671.2835188,0.261510626,0.609084229,1,4833424O15Rik,0.00096401
Ankrd6,-554.7933235,-554.7933349,1.14E-05,0.99730359,1,Ilkap,0.000964011
Caskin1,-491.4832715,-491.6333868,0.150115327,0.698425172,1,Mapk11,1.485826131
Rbm27,-479.3145172,-479.3145311,1.39E-05,0.997023879,1,Vps37a,0.000964011
Rps26,-669.0704817,-669.0704842,2.49E-06,0.998741251,1,Mrps25,0.000964006
Nit2,-326.2996807,-326.4225941,0.122913368,0.725895938,1,Aida,0.853148239
Itpr1,-572.8246654,-572.8246651,-2.54E-07,1,1,Tfb1m,0.05186546
Nbeal2,-261.9673283,-261.967334,5.78E-06,0.998082191,1,Gpr25,1.637772703
Cbx4,-543.188606,-543.188606,6.46E-08,0.999797236,1,Ndufa1,0.479933313
Ubald2,-391.4916341,-391.5639763,0.072342292,0.787956444,1,Ndnl2,0.000964008
Tppp,-618.6106967,-618.6106977,1.04E-06,0.999187101,1,Mybbp1a,0.459224116
Rpn2,-617.8992202,-618.1508934,0.251673202,0.615899381,1,Ntng1,0.000964007
Zfp862,-163.7910084,-163.797041,0.006032548,0.938090974,1,Cdk2ap2,0.751476368
Polq,-119.6372053,-119.637205,-3.31E-07,1,1,Gm5607,0.20839728
St6galnac4,-301.0425217,-301.0633089,0.020787142,0.885360334,1,Acss1,0.000964007
Arih2,-489.8074393,-489.8640764,0.056637103,0.811892333,1,Orc5,0.190721392
Men1,-405.3479246,-405.8835268,0.535602171,0.464261066,1,Mavs,0.491126709
Fubp1,-647.1378833,-647.1379004,1.71E-05,0.996701285,1,Lsm10,0.22293805
Epas1,-834.8380041,-835.6516168,0.81361272,0.3670543,1,Ldoc1l,1.429038132
Olfml3,-260.2179277,-260.2179092,-1.85E-05,1,1,Abhd6,0.235286634
Rabggtb,-521.332879,-521.7670647,0.434185714,0.509942197,1,Bloc1s2a,0.000964007
Gtdc1,-407.6172659,-407.9880337,0.370767712,0.542586096,1,Commd9,0.00096401
Phrf1,-420.6859038,-422.0855104,1.399606593,0.236789451,1,Sfr1,1.427713617
Cdr1,-1076.174478,-1079.95761,3.78313168,0.051771678,1,Alkbh4,0.000964011
Pcdha2,-305.4847378,-306.1789658,0.694227982,0.404729999,1,Letm2,0.000964007
Psip1,-572.4242174,-572.4242161,-1.26E-06,1,1,Chd1,1.269802065
Rab5b,-579.4617789,-579.4617809,1.96E-06,0.998883665,1,Plekha1,0.640255636
Eif5,-723.515957,-723.9157961,0.399839017,0.527172407,1,Nelfb,0.293076519
Phf3,-507.7508227,-507.7540255,0.003202838,0.954868915,1,Wbscr16,0.909671158
Grip2,-554.0827131,-554.1891901,0.106476918,0.744191328,1,Agpat6,0.00096401
Stmn4,-662.5697051,-662.6327079,0.063002812,0.801811318,1,Med13l,0.124245589
Csde1,-737.9175222,-737.9180835,0.000561307,0.981098344,1,Tm9sf4,0.000964008
Phospho2,-372.2980526,-372.8185717,0.520519059,0.47062035,1,Naa20,1.273477532
Tnfrsf19,-426.7749584,-426.8574865,0.0825281,0.773900198,1,Adcy5,0.000964007
Pbrm1,-591.6415746,-591.641569,-5.64E-06,1,1,Scfd1,0.000964009
Fibcd1,-212.6731572,-212.6731545,-2.72E-06,1,1,Cyb5r1,0.000964009
Manbal,-487.2476927,-487.2476907,-1.98E-06,1,1,Hist2h3c2,0.065368552
2810025M15Rik,-294.389867,-296.1501972,1.760330174,0.184583338,1,Ccl19,0.000964011
Rcan1,-343.7364834,-343.7364825,-9.45E-07,1,1,Gnrh1,0.000964009
Tbc1d23,-409.9840338,-410.0184409,0.034407068,0.852843608,1,C230004F18Rik,0.00096401
Rpl14,-766.6261686,-767.8901933,1.264024715,0.26089064,1,Atmin,0.00096401
Ctbp1,-776.2928176,-777.5010245,1.208206879,0.271687536,1,Parvb,0.000964007
Dcc,-299.0920625,-299.0920553,-7.17E-06,1,1,Ankrd13b,0.000964011
Sil1,-266.9141484,-266.9888375,0.074689097,0.784627949,1,Tarbp2,0.000964006
Sdc3,-658.6305543,-658.6305404,-1.39E-05,1,1,Ccdc6,0.00096401
Tshz1,-835.3215519,-835.3215465,-5.36E-06,1,1,Gramd1a,0.647353873
G6pdx,-393.0504567,-393.0784818,0.028025038,0.867049972,1,Dnttip2,0.1508386
Ermp1,-441.7513293,-441.7513259,-3.45E-06,1,1,Mtmr1,0.342659886
Ndufs3,-655.9279167,-656.1028485,0.174931873,0.675765382,1,A330076H08Rik,0.000964008
Bin1,-775.2301074,-775.8360446,0.605937234,0.436321627,1,Cbln2,0.000964011
Rplp1,-1002.716798,-1002.716819,2.09E-05,0.996354305,1,Cnnm1,0.000964008
AI414108,-387.7221381,-387.7221006,-3.75E-05,1,1,Atr,0.259183554
Zfp955b,-201.3941119,-201.558314,0.164202176,0.685316777,1,Sox4,0.000964008
Rps15a-ps6,-524.2918706,-524.8763726,0.58450199,0.444553075,1,Ccm2,0.014790319
Synj1,-725.5235056,-725.5236119,0.000106253,0.991775605,1,Supt5,0.593876152
Ppa2,-371.4393271,-371.4398325,0.000505415,0.982063922,1,Gm10033,0.000964011
Gm15800,-647.9349444,-647.9356773,0.000732866,0.978402708,1,2610019E17Rik,0.007689236
Cisd1,-665.0020436,-665.4710155,0.468971891,0.493460527,1,Neu3,0.00096401
Rasa4,-277.8331178,-277.8331158,-2.02E-06,1,1,Hspb3,0.047545117
Stk11,-312.0885229,-312.2093845,0.1208616,0.728101887,1,Cdkl4,0.00096401
Fbxo44,-547.4837257,-547.7884788,0.304753076,0.580917899,1,Pfdn2,1.540947779
Inpp4a,-465.334324,-465.3343256,1.67E-06,0.998970208,1,Ltbr,0.000964011
Mtmr10,-319.9326107,-321.1497103,1.217099557,0.269930617,1,Scn3b,0.020867302
Mtpap,-425.032315,-425.7422375,0.709922502,0.399469541,1,Zfp871,1.264137876
Nde1,-272.3910017,-272.6482799,0.25727817,0.611996286,1,Klhl1,0.000964008
Pfkl,-566.4747321,-566.4747304,-1.63E-06,1,1,Srp68,0.93600704
Fnip1,-535.3943456,-537.3261146,1.931769037,0.164565033,1,Katnal1,0.000964007
Dtymk,-398.1876643,-398.1890068,0.001342457,0.970772408,1,Glb1l,0.000964009
Vbp1,-609.6424364,-609.6471421,0.004705693,0.945309566,1,Sep-11,0.000964011
Creb3,-366.0129015,-366.5715598,0.558658338,0.454801324,1,Med27,0.000964008
Tmem183a,-481.1406378,-481.1406348,-2.97E-06,1,1,Hint3,0.000964009
Deaf1,-455.1069067,-455.3450098,0.238103132,0.625579502,1,Numbl,0.000964011
Cdc16,-516.5000223,-516.5782502,0.078227898,0.779713428,1,Ankrd40,0.00096401
Pfdn5,-627.2544928,-627.2544806,-1.22E-05,1,1,Prdx6b,0.00096401
Adora1,-338.8470509,-339.6807929,0.833741976,0.361192725,1,Brca2,0.000964009
Brd2,-660.8214495,-660.8322927,0.01084315,0.917065828,1,Tmem70,0.000964009
Smchd1,-494.6828684,-494.6828647,-3.76E-06,1,1,Adam9,0.000964006
Me3,-389.2130863,-389.2130827,-3.55E-06,1,1,Wwp1,0.300032749
Sgsm1,-515.3084772,-515.4497294,0.1412522,0.707039316,1,Myo10,0.000964007
Csdc2,-764.4459147,-764.4924051,0.046490394,0.82928684,1,Rsph3a,0.025840167
Osbpl8,-595.9467594,-595.9467576,-1.84E-06,1,1,Abi1,0.00096401
Syap1,-478.5948702,-479.1661138,0.571243579,0.449765174,1,Zfp948,0.00096401
Atp1a1,-889.3439117,-889.3862444,0.04233265,0.836986983,1,Slc17a5,0.160592281
Xrn2,-511.3219655,-511.3320952,0.010129724,0.91983106,1,Lrp6,0.000964009
Snx2,-524.219836,-524.2248793,0.005043331,0.943384694,1,Sptlc2,0.000964011
Tmem184b,-522.7791954,-522.7791908,-4.59E-06,1,1,Riok2,0.000964009
Kcnip4,-418.7941712,-418.7941655,-5.67E-06,1,1,Dusp11,0.069160962
Aars,-595.2582467,-595.2582348,-1.19E-05,1,1,Zscan12,0.000964009
Ccdc32,-379.4787904,-379.4913055,0.012515176,0.910925494,1,Thoc1,0.000964009
Snca,-705.3943537,-705.5286371,0.134283405,0.714031553,1,Arhgap20,0.00096401
Asna1,-484.5567566,-485.2169087,0.660152122,0.416506244,1,Medag,0.000964011
Commd4,-506.0158571,-506.7297185,0.71386144,0.39816488,1,Nudt13,0.000964009
Cx3cl1,-791.3014263,-792.3021341,1.000707774,0.317139308,1,Ankrd35,0.000964008
Vwa1,-438.8571421,-439.360809,0.503666996,0.477893292,1,Eif2a,0.00096401
Mmab,-237.1217248,-237.1808884,0.059163609,0.807822807,1,Nrip2,0.102272858
Fkbp5,-365.0881734,-365.0881741,7.32E-07,0.999317175,1,Klhdc10,0.069718721
Srp19,-522.8991121,-522.8991148,2.69E-06,0.998691817,1,Hrasls,0.02861987
Fam168b,-712.8873214,-712.8873252,3.80E-06,0.998445527,1,Zfp30,0.000964009
Sox10,-494.9950076,-496.9559057,1.96089805,0.161417306,1,Mettl7a2,0.000964008
Abat,-851.933362,-851.9336207,0.000258712,0.987166949,1,Sirt5,0.00096401
Hnrnpl,-719.9553005,-719.9974446,0.042144152,0.837345236,1,Zfp276,1.584932489
Pus10,-254.356197,-254.9439664,0.587769486,0.443282943,1,2900060B14Rik,0.000964008
0610007P14Rik,-487.9598943,-488.6282526,0.668358265,0.413624577,1,Adam1a,0.000964009
Trnt1,-437.6348993,-439.2148703,1.57997098,0.208764874,1,Arsa,0.00096401
Naa10,-309.6274975,-310.6097133,0.982215769,0.32165238,1,2810403D21Rik,0.000964009
Neurl1b,-406.8004782,-406.8006036,0.000125379,0.991066052,1,Tmem53,0.000964009
Sh3pxd2b,-414.4071068,-415.1207067,0.713599838,0.398251337,1,Myh11,0.000964011
Ak3,-531.0072567,-531.0367803,0.029523585,0.863575673,1,Pan2,0.496159998
