,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Frmd3,-394.0824707,-394.1269455,0.044474812,1.461351271,,0.832972702,1,810.4966159,804.935937,810.4076679
Clk4,-515.6273023,-515.6272989,-3.37E-06,0.702545258,,1,1,1053.497323,1047.93664,1053.497331
Dopey2,-374.0537276,-374.0537239,-3.77E-06,0.00127415,,1,1,770.3501743,764.789493,770.3501817
Gpr37l1,-778.9413886,-784.439359,5.497970428,1.555355459,,0.019038558,0.324048033,1591.121442,1585.56076,1580.125504
Adnp,-608.9087256,-609.2817781,0.373052538,0.677049816,,0.541345057,1,1240.806328,1235.2456,1240.060178
Cdca7l,-144.1868908,-144.1868955,4.67E-06,1.395839566,,0.998276334,1,310.6165191,305.055837,310.6165081
Rwdd4a,-418.4905173,-418.4905938,7.65E-05,0.457827786,,0.993023213,1,859.2239144,853.663241,859.2237611
Cuedc2,-570.1583714,-572.0464615,1.888090099,2.31418028,,0.169417497,1,1166.335643,1160.77496,1162.559469
Kptn,-290.3225735,-290.6173473,0.294773742,0.750374726,,0.58717752,1,603.4774398,597.916735,602.8878735
Hspe1,-637.4242966,-637.506006,0.08170942,0.015058706,,0.774994085,1,1297.254742,1291.69405,1297.09132
Pitrm1,-354.9966519,-355.0440864,0.0474345,1.045106289,,0.827589131,1,732.3308989,726.770217,732.2360303
Dlx6as1,-585.8542059,-592.0918905,6.237684644,2.703760202,,0.012505987,0.247768609,1206.426506,1200.86582,1193.951138
Arhgap32,-556.1377433,-560.7690468,4.631303541,0.827152959,,0.031393703,0.451306384,1143.780799,1138.22011,1134.518213
Scrib,-506.8417444,-522.879184,16.03743961,2.405402892,,6.21E-05,0.003171055,1068.001096,1062.44041,1035.926215
Arap2,-627.9441222,-630.3107403,2.36661813,1.039482882,,0.123955324,1,1282.864157,1277.30348,1278.130971
Pcdhb7,-254.595405,-254.812902,0.217497009,0.164724273,,0.640953726,1,531.8685294,526.307848,531.4335365
Cox4i1,-901.164836,-911.3523171,10.18748111,0.830632136,,0.001413973,0.043320062,1844.949896,1839.38991,1824.572399
Cnn3,-683.2502241,-702.7003403,19.45011622,1.338550318,,1.03E-05,0.000664227,1427.643312,1422.08263,1388.743175
Ryr3,-320.341273,-320.3938925,0.052619467,1.085740689,,0.818566325,1,663.0305239,657.469842,662.9252725
Ppp1r36,-95.96406815,-96.2721667,0.308098552,1.644731102,,0.57884934,1,214.7870612,209.226379,214.1708628
Xrcc6bp1,-185.7252225,-185.7252211,-1.41E-06,0.001103497,,1,1,393.6931688,388.132487,393.6931715
Ccdc85a,-436.8053998,-436.8389573,0.033557519,0.006053772,,0.854651205,1,895.9205398,890.359858,895.8535261
Dhps,-249.5072222,-249.515265,0.008042887,1.714498,,0.928539806,1,521.2732569,515.71258,521.2571709
Cd24a,-504.2176389,-509.5994516,5.381812652,0.743133903,,0.020347726,0.338795091,1041.441628,1035.88095,1030.678004
Wdr1,-674.2503553,-674.691133,0.440777631,0.000296574,,0.506747364,1,1371.624993,1366.0644,1370.743437
Copa,-610.8267268,-610.8274893,0.000762491,0.248940682,,0.977970615,1,1243.897706,1238.33703,1243.89618
Slitrk5,-556.0992232,-557.2905179,1.191294694,1.422358835,,0.275068557,1,1136.823817,1131.26313,1134.441173
Map2k2,-512.6729004,-512.9942083,0.321307971,4.029756957,,0.570822661,1,1048.231143,1042.67046,1047.588527
Itgb1,-561.0483743,-566.9806927,5.932318364,1.39606937,,0.014865672,0.277498769,1156.204121,1150.64344,1144.339475
Pikfyve,-473.1203429,-473.2311729,0.110830047,0.111171042,,0.73920111,1,968.7051054,963.14438,968.4834123
Txndc15,-542.5273219,-543.3986287,0.871306763,2.477196515,,0.350593795,1,1109.039983,1103.47932,1107.29737
Myt1l,-662.7163535,-664.5184305,1.802076983,1.915826832,,0.1794616,1,1351.279584,1345.7189,1347.675434
Vat1l,-379.6071054,-395.7369494,16.12984395,1.387717948,,5.91E-05,0.003071196,813.716626,808.155944,781.4569373
Shprh,-386.9480462,-387.472277,0.524230791,7.528333913,,0.469042506,1,797.1872631,791.62658,796.1388189
Arhgdig,-467.0800854,-473.4107059,6.330620518,1.13453342,,0.011867079,0.23958278,969.0641356,963.503454,956.4028973
BC002163,-681.3536462,-681.3536429,-3.28E-06,1.595587843,,1,1,1384.950014,1379.38933,1384.950019
Acsl4,-546.537568,-546.8665682,0.329000181,0.586720237,,0.566248411,1,1115.975861,1110.41518,1115.317863
Rgs12,-510.0124732,-527.9588667,17.94639342,2.089619187,,2.27E-05,0.001361363,1078.160449,1072.59977,1042.267673
Man2b1,-394.3353036,-395.1876484,0.852344865,1.074213423,,0.355889832,1,812.6180249,807.057346,810.9133337
Pex13,-404.0014622,-404.0017983,0.000336061,0.288893521,,0.985374032,1,830.2463231,824.685641,830.2456509
Prune2,-730.6117513,-731.3379276,0.726176327,0.787228634,,0.394125404,1,1484.918579,1479.3579,1483.466229
Rmnd5b,-328.4456427,-328.4456245,-1.82E-05,0.8659553,,1,1,679.1339982,673.573294,679.1340119
Rad9a,-341.4312508,-341.5614928,0.130241939,1.012963116,,0.71818132,1,705.3657076,699.805038,705.1052281
Lmnb2,-287.8808072,-287.8817502,0.000942928,0.417222419,,0.975503102,1,598.0062246,592.445543,598.0043409
Sfrp1,-285.9172519,-288.6985206,2.781268686,1.20796318,,0.095372592,0.951293896,599.6397641,594.079082,594.0772303
Gemin5,-229.9513604,-229.9513594,-9.93E-07,3.91E-05,,1,1,482.1454457,476.584774,482.1454473
Laptm4a,-831.0610172,-867.0283465,35.96732925,1.96495722,,2.01E-09,3.47E-07,1756.301085,1750.72433,1684.364761
Phka2,-227.6508942,-228.099949,0.449054839,0.830632178,,0.502784138,1,478.4426248,472.881943,477.5445149
Slc39a1,-506.0185243,-507.3869125,1.368388236,2.68381521,,0.242089,1,1037.016552,1031.45587,1034.279775
Birc2,-371.4548968,-371.7257506,0.270853804,0.817700449,,0.602759608,1,765.6942205,760.133539,765.1525201
Srebf2,-237.5108708,-237.5108693,-1.48E-06,0.001450036,,1,1,497.2644791,491.703784,497.2644681
Atp6ap1,-612.55903,-616.2234391,3.664409133,1.604898642,,0.055586349,0.690599971,1254.689546,1249.12886,1247.360787
Atp6v0b,-774.1498562,-775.9300102,1.780154011,1.377026308,,0.182130416,1,1583.136548,1577.57587,1570.542439
Pkig,-609.5598138,-614.9353248,5.375511027,1.313057304,,0.020421358,0.338795091,1252.113376,1246.5527,1241.362354
BC030336,-468.6399933,-468.646163,0.006169701,0.753845396,,0.93739259,1,959.5350497,953.974368,959.5227131
Eif3i,-548.0192087,-549.9078476,1.888638909,3.752535003,,0.169355519,1,1122.058423,1116.49774,1118.281144
Ubr4,-498.0791436,-498.4132114,0.334067879,0.759279996,,0.563273535,1,1019.06915,1013.50847,1018.401014
Phf1,-255.3434556,-256.4522026,1.108746982,2.363781685,,0.292354489,1,535.1471315,529.58645,532.9296377
D8Ertd738e,-587.3174655,-587.3174547,-1.08E-05,0.841114933,,1,1,1196.877637,1191.31695,1196.877658
Foxg1,-673.6849562,-674.246576,0.56161983,1.795185692,,0.453608324,1,1370.735952,1365.1752,1369.612639
Ptprs,-742.17976,-742.1797545,-5.49E-06,0.701118549,,1,1,1506.602235,1501.04155,1506.602247
Ints2,-349.608885,-349.6155405,0.006655446,0.860091633,,0.934979978,1,721.4738067,715.913124,721.4604965
Rps23,-682.6263805,-684.0579829,1.431602338,0.62994932,,0.231503114,1,1390.358692,1384.79802,1387.495488
Wipf2,-394.2952807,-397.1610756,2.865794989,1.278416583,,0.090480994,0.929776682,816.564878,811.004194,810.8332879
Psmd7,-526.3694489,-526.788459,0.419010179,0.638191807,,0.517431359,1,1075.819645,1070.25896,1074.981624
Yipf4,-571.9878857,-573.2327362,1.244850503,0.868941916,,0.264538287,1,1168.708088,1163.14742,1166.218498
Tenm3,-628.7842017,-639.1942818,10.41008007,1.784597758,,0.001253293,0.038926409,1300.631292,1295.07061,1279.81113
Sez6,-749.8751825,-802.5025958,52.62741335,2.210052671,,4.03E-13,1.61E-10,1627.246546,1621.68586,1521.993092
Ssbp4,-450.6433034,-451.1625178,0.519214319,2.06352947,,0.471177024,1,924.5677618,919.007079,923.5293333
Polr1c,-419.4022831,-419.4069088,0.004625712,0.526822789,,0.945775616,1,861.0565439,855.495863,861.0472927
Nup88,-295.5496757,-295.5496758,1.10E-07,3.975884662,,0.999735149,1,613.3420782,607.781397,613.3420779
Lrrc8a,-493.9240371,-494.2150089,0.290971822,1.420672618,,0.589598436,1,1010.672746,1005.11206,1010.090801
Matk,-366.0117449,-366.2527457,0.241000743,1.000396674,,0.623484258,1,754.7482241,749.187536,754.2662163
Aftph,-562.0108594,-562.8984892,0.887629821,1.067192059,,0.346120413,1,1148.039703,1142.47902,1146.264445
Ercc6,-309.6044282,-309.7076355,0.103207371,0.003440321,,0.748014093,1,641.6579826,636.097301,641.4515829
Tril,-540.8388297,-542.0430951,1.204265344,1.174014269,,0.272470837,1,1106.328909,1100.76825,1103.920386
1810014B01Rik,-142.675901,-142.7739818,0.098080804,0.607822818,,0.754145014,1,307.7906931,302.230011,307.5945285
Flnb,-343.3900625,-344.3286679,0.938605427,1.902233924,,0.332636748,1,710.9000623,705.33938,709.0228515
Ndrg3,-748.8311658,-749.0610403,0.229874468,1.313055765,,0.631616924,1,1529.545121,1523.98444,1519.905058
Cpne6,-767.2098958,-776.2453365,9.035440737,0.671791382,,0.002647952,0.073958496,1566.030932,1560.47025,1556.662518
Rin2,-375.7687251,-376.0807427,0.312017591,0.733399922,,0.576444742,1,774.4042123,768.843536,773.7801767
Rtn4,-919.9755774,-927.1072023,7.131624895,2.980271325,,0.007573606,0.169737883,1876.457198,1870.89651,1862.193881
Zhx1,-527.2247967,-527.6011277,0.376331091,0.922036903,,0.539573344,1,1077.444983,1071.8843,1076.69232
Lims2,-327.7693071,-328.2631599,0.493852759,1.663670992,,0.482213692,1,678.7690466,673.208365,677.7813407
Siah1a,-385.1563365,-385.1683475,0.012010931,0.00449362,,0.912731057,1,792.5794222,787.018739,792.5553995
Necab3,-486.5195621,-489.3106186,2.791056433,1.903039214,,0.094791717,0.951053498,1000.863963,995.303282,995.2818507
Ppp2r2b,-586.0088024,-586.3835475,0.374745126,1.781004411,,0.540429061,1,1195.009815,1189.44914,1194.260331
Csnk1e,-564.9752087,-565.8340811,0.858872421,2.542854735,,0.354054429,1,1153.910863,1148.35018,1152.193144
Nat14,-449.0890067,-449.4399155,0.350908802,0.836040571,,0.55359913,1,921.1225573,915.561876,920.4207399
Scarf2,-122.1355487,-123.4023103,1.266761566,1.963442483,,0.260375088,1,269.0473473,263.486666,266.5138239
Maged1,-627.889111,-628.4373135,0.548202427,2.806243334,,0.459053113,1,1279.117358,1273.5567,1278.020949
Cacng3,-392.7885529,-407.0503532,14.26180035,1.422856273,,0.00015906,0.007034162,836.3434307,830.782751,807.8198323
Chmp1a,-434.1923344,-434.2026521,0.010317708,1.319422167,,0.919093134,1,890.6480314,885.0875,890.6273953
Maea,-549.661098,-550.0677477,0.406649679,1.65708855,,0.523674913,1,1122.378227,1116.81754,1121.564923
Abhd4,-604.490265,-607.6584837,3.168218682,1.210957181,,0.075084296,0.831354368,1237.559694,1231.99901,1231.223257
Rps14,-685.553229,-685.5536425,0.000413466,0.548581379,,0.983777041,1,1393.350012,1387.78933,1393.349185
Tmem63b,-424.7401906,-425.4264982,0.686307575,1.199099818,,0.407423158,1,873.0957257,867.535045,871.7231077
Camk2g,-645.9906577,-646.886793,0.896135317,2.466303907,,0.343820093,1,1316.016312,1310.45563,1314.224042
Gaa,-711.5676012,-711.5676079,6.73E-06,0.51101029,,0.997930274,1,1445.377942,1439.81726,1445.377929
Wdr36,-366.8856904,-368.0870185,1.201328101,0.672466774,,0.273056395,1,758.4167673,752.856087,756.0141073
Adss,-467.0439763,-467.7225754,0.678599076,1.386551353,,0.410069545,1,957.6878805,952.127199,956.3306791
Ms4a6c,-66.78354401,-66.79440474,0.010860726,1.926720273,,0.916998884,1,155.8315366,150.270855,155.8098145
Kirrel3,-431.41651,-436.0445096,4.627999597,1.369035931,,0.031454217,0.451316382,894.3317455,888.771064,885.0757465
Gm7444,-20.81140214,-20.81125536,-0.000146783,0.607077811,,1,1,63.86523785,58.3045557,63.8655308
Rock1,-520.9681441,-522.5446541,1.576510019,0.657206856,,0.209264114,1,1067.33205,1061.77137,1064.179015
Ctsz,-377.829665,-377.8454132,0.015748151,0.002507898,,0.900134345,1,777.9335514,772.37287,777.9020565
Srp54b,-577.8239499,-577.828885,0.004935062,0.006476734,,0.943994682,1,1177.900494,1172.33981,1177.890626
Clasp2,-708.6833059,-708.6832361,-6.99E-05,0.661655678,,1,1,1439.609197,1434.04852,1439.609338
Gpbp1,-582.7733049,-582.8234542,0.050149282,1.854995162,,0.822803716,1,1187.889643,1182.32896,1187.789336
Rpp30,-380.0607838,-380.0607816,-2.24E-06,0.000118679,,1,1,782.3642896,776.803609,782.3642941
Gpatch4,-227.2316875,-227.2368196,0.005132111,0.561847823,,0.942889401,1,476.7163923,471.155682,476.7061015
Kcnip2,-651.8602463,-652.063455,0.203208686,0.517979233,,0.652143258,1,1326.36965,1320.80897,1325.963219
Prkcb,-725.8574713,-733.1369299,7.279458562,2.449545177,,0.006974756,0.160182215,1488.516465,1482.95578,1473.957669
Nisch,-750.519901,-751.085646,0.565745051,1.882399164,,0.451954691,1,1524.414017,1518.85334,1523.282529
Fmr1,-598.9466379,-599.8846328,0.937994897,1.896738895,,0.332794037,1,1222.011994,1216.45131,1220.136002
Slc48a1,-527.5728128,-527.6990447,0.126231873,2.69E-09,,0.72237141,1,1077.640815,1072.08013,1077.388352
Gna11,-618.4355633,-618.4356417,7.84E-05,0.232571531,,0.992934,1,1259.11403,1253.55339,1259.113853
Foxo3,-28.00901479,-28.06705524,0.058040456,1.773287605,,0.809620323,1,78.67954325,73.1188624,78.2607561
Fam76a,-462.0869958,-465.0617822,2.974786441,3.56544331,,0.084571288,0.897628621,952.366182,946.805478,946.4167181
Sox12,-310.2008937,-310.2703084,0.069414657,0.973532963,,0.792190953,1,642.7833553,637.222662,642.6445139
Ndufa11,-662.1609035,-662.1920865,0.031183032,2.478501799,,0.859832666,1,1346.626898,1341.06622,1346.564534
Spock3,-624.1606022,-628.8842678,4.723665622,2.457337803,,0.029750258,0.438004139,1280.011261,1274.45058,1270.563931
Insm1,-289.5095354,-289.8960046,0.386469181,1.355136293,,0.534161214,1,602.0347355,596.474054,601.2617973
Neurl4,-452.1736552,-453.0257856,0.852130383,1.886658017,,0.355950361,1,928.2943005,922.733615,926.5900369
Lsg1,-328.8182422,-329.5597875,0.741545311,3.276031695,,0.389166309,1,681.3622562,675.801575,679.8792109
Tcf4,-828.9849044,-834.1926269,5.207722498,0.899662498,,0.022486773,0.360443317,1681.298639,1675.73795,1680.212535
Hist1h4d,-142.5157487,-142.5157482,-4.12E-07,0.007087166,,1,1,307.2742234,301.713541,307.2742239
Lyn,-447.9466959,-454.1330373,6.186341386,1.251951342,,0.012874008,0.252412812,930.5088081,924.948123,918.1361183
Rps12,-457.3014457,-457.3029185,0.001472847,0.411375175,,0.969386546,1,936.8484847,931.287801,936.8456179
Papola,-627.2623689,-627.3659534,0.103584461,0.748092237,,0.74756982,1,1276.974632,1271.41395,1276.767464
Tagln3,-565.7919421,-565.8769637,0.085021667,0.609144377,,0.770604136,1,1153.996648,1148.43596,1153.826611
Atp1a2,-786.7500494,-814.1990315,27.44898209,1.271415151,,1.61E-07,1.61E-05,1650.640792,1645.08011,1595.742825
Setd1b,-470.3484312,-470.3484299,-1.33E-06,0.01977458,,1,1,962.9395885,957.37894,962.9395889
Cdc42se2,-693.4736472,-695.3621556,1.888508424,1.769926152,,0.169370253,1,1412.967038,1407.40636,1409.190021
Ildr2,-688.4107213,-688.5306161,0.11989484,1.00494078,,0.729148572,1,1399.30396,1393.74328,1399.064169
Cldn12,-477.1545821,-477.1545779,-4.13E-06,0.000913195,,1,1,976.5518835,970.991202,976.5518907
Zc4h2,-352.7523103,-353.0697239,0.317413593,0.72649527,,0.573166142,1,728.3821759,722.821495,727.7473471
Dhodh,-280.1811226,-281.9293727,1.748250046,0.980951912,,0.186096877,1,586.1014709,580.540789,582.6049717
Smarce1,-519.171028,-519.1959584,0.02493036,0.00340522,,0.874540715,1,1060.634655,1055.07396,1060.584783
S100b,-781.8137764,-814.5855803,32.7718039,2.083288144,,1.04E-08,1.41E-06,1651.413885,1645.8532,1585.870279
Dctn2,-666.7636048,-667.1293132,0.365708452,1.966601159,,0.545352874,1,1356.501353,1350.94067,1355.769936
Sdhaf1,-369.1896627,-369.189663,2.41E-07,0.08087771,,0.999608641,1,760.6220497,755.061372,760.6220519
Myef2,-533.2978146,-533.2978139,-6.96E-07,1.225051881,,1,1,1088.838353,1083.27767,1088.838356
Cpsf3,-398.9650236,-400.3552314,1.390207819,1.567658759,,0.238370007,1,822.9531889,817.392509,820.1727737
Maf1,-582.6568531,-583.2328717,0.576018602,0.805502959,,0.447877147,1,1188.708468,1183.14781,1187.556433
Diap1,-67.43165194,-67.76545933,0.333807393,3.129767874,,0.563425711,1,157.7736459,152.212965,157.1060304
Yme1l1,-602.152211,-602.3205507,0.168339738,0.533616241,,0.68159157,1,1226.883827,1221.32314,1226.547149
Usp24,-461.1032762,-461.103278,1.74E-06,0.010437695,,0.998946675,1,944.4492825,938.888601,944.4492789
Nckipsd,-314.2206957,-317.2105992,2.989903544,1.852442523,,0.083785159,0.895657322,656.663914,651.103232,650.6841179
Mterfd1,-347.8245111,-348.3609049,0.536393837,0.894732488,,0.463931092,1,718.9645404,713.403856,717.8917487
Gpr17,-408.8277978,-408.8635507,0.03575288,1.24E-10,,0.850026732,1,839.9698273,834.409146,839.8983221
Zfp740,-480.6995603,-480.6995616,1.25E-06,0.000643641,,0.999107574,1,983.6418405,978.081168,983.6418471
Tbc1d9b,-576.5804114,-598.3109729,21.73056145,2.110008567,,3.14E-06,0.000240312,1218.864721,1213.30401,1175.403549
Arl2bp,-623.9572616,-624.1604598,0.203198175,0.679643357,,0.652151662,1,1270.563621,1265.00294,1270.15725
Rxrb,-432.794794,-433.0286528,0.233858727,0.010913541,,0.628677285,1,888.3000301,882.739368,887.8323145
Pop7,-379.5650404,-379.6724408,0.10740042,0.06609976,,0.743123355,1,781.5875659,776.026884,781.3728073
Cnot7,-610.5390684,-610.5390635,-4.83E-06,0.014902957,,1,1,1243.320854,1237.76018,1243.320863
Ccsap,-489.8461127,-495.0045631,5.158450389,1.806807901,,0.023133529,0.366461731,1012.251856,1006.69118,1001.934952
Hnrnpa2b1,-928.8797837,-939.6647455,10.78496182,1.417233015,,0.00102328,0.033126187,1901.572391,1896.00123,1880.002294
Rbfox3,-657.9082619,-694.9072197,36.99895779,1.940236229,,1.18E-09,2.20E-07,1412.057163,1406.49648,1338.05925
Xpr1,-664.0611539,-664.8464398,0.785285972,1.194295473,,0.375529361,1,1351.935606,1346.37492,1350.365034
Kcnd3,-614.756551,-614.844189,0.087638042,0.720659681,,0.767201649,1,1251.9311,1246.37042,1251.755829
Mrpl33,-496.7800975,-498.3958582,1.615760648,2.547128404,,0.203683919,1,1019.034464,1013.47378,1015.802922
Ddx19a,-397.9853081,-402.4269528,4.441644686,1.198033421,,0.035072445,0.488417488,827.0966315,821.535951,818.2133427
Rcc2,-420.1351284,-420.1439467,0.008818334,0.213267004,,0.925183841,1,862.5306062,856.969925,862.5129833
Psmb4,-634.1348885,-636.8117481,2.676859656,3.059946798,,0.10181633,0.9907589,1295.866222,1290.30554,1290.512504
Ddx50,-518.9259305,-519.5607003,0.634769744,0.860302232,,0.425611119,1,1061.364128,1055.80352,1060.094588
D5Ertd579e,-487.8344526,-487.8344495,-3.13E-06,0.003637243,,1,1,997.9116342,992.350944,997.9116317
Rnf138,-413.5479695,-413.5479673,-2.17E-06,0.00013677,,1,1,849.3386614,843.777979,849.3386655
Igsf11,-521.5038829,-521.5039783,9.54E-05,0.64682027,,0.992208187,1,1065.250681,1059.69001,1065.250492
Emd,-467.4984921,-467.6502803,0.151788219,0.002194697,,0.696832296,1,957.5432932,951.982612,957.2397107
Stx12,-642.9914661,-642.9914602,-5.94E-06,0.005308184,,1,1,1308.225648,1302.66497,1308.225659
Ntan1,-467.1479417,-467.2190081,0.071066438,2.336294929,,0.78979033,1,956.68073,951.120048,956.5386099
Gng13,-640.2050321,-714.0051167,73.8000846,2.341844733,,0,0,1450.252961,1444.69234,1302.652791
Mrpl13,-450.7454711,-450.7578668,0.012395628,0.495299821,,0.911350181,1,923.7584641,918.19778,923.7336687
Cd274,-40.80114272,-40.80259897,0.001456248,0.859601392,,0.969559464,1,103.8479258,98.2872444,103.845012
Emc2,-555.1612007,-555.1612024,1.71E-06,0.000127004,,0.998956973,1,1132.565136,1127.00446,1132.565128
Cct8,-599.024282,-599.9054197,0.881137701,3.337131309,,0.347890262,1,1222.053554,1216.49288,1220.291291
Tmem127,-520.8036907,-520.9297618,0.126071103,1.18E-06,,0.722540951,1,1064.102257,1058.5417,1063.850108
Phyhd1,-382.540798,-382.6503289,0.109530911,1.61679133,,0.740678821,1,787.5433833,781.982702,787.3243225
Tmed7,-706.8303154,-707.0747546,0.244439166,1.000421975,,0.62101814,1,1436.392238,1430.83155,1435.903357
Prkaca,-667.6703605,-667.8417176,0.171357154,1.811033096,,0.678908468,1,1357.926162,1352.36548,1357.583448
Stx6,-435.1922694,-435.2998748,0.107605363,0.600511958,,0.742887041,1,892.8424865,887.281811,892.6272653
Macrod2,-282.3762398,-282.430294,0.054054233,1.390559207,,0.816153056,1,587.1033153,581.542633,586.9952061
Gramd4,-334.6591543,-334.6591537,-6.36E-07,0.000359431,,1,1,691.5610339,686.000352,691.5610351
Rbbp6,-629.9689057,-630.1350125,0.166106834,0.327931786,,0.683595222,1,1282.512749,1276.95207,1282.180538
Aasdhppt,-391.787248,-391.8543647,0.067116698,0.783578142,,0.795582076,1,805.9514559,800.390774,805.8172225
